SN,BBMP Zone,Ward Number,Ward Name,Date of identification as Containment zone,Total Number of positive cases,Containment Zone ID,Date of return to normal,Status
8779,South,165,Ganesh Mandir,20-07-2020,1,S-A-4071,03-08-2020,ACTIVE
8780,South,165,Ganesh Mandir,20-07-2020,1,S-A-4072,03-08-2020,ACTIVE
8781,South,165,Ganesh Mandir,20-07-2020,1,S-A-4073,03-08-2020,ACTIVE
8782,South,165,Ganesh Mandir,20-07-2020,1,S-A-4074,03-08-2020,ACTIVE
8783,South,165,Ganesh Mandir,20-07-2020,1,S-A-4075,03-08-2020,ACTIVE
8784,South,165,Ganesh Mandir,21-07-2020,1,S-A-4312,04-08-2020,ACTIVE
8785,South,165,Ganesh Mandir,21-07-2020,1,S-A-4313,04-08-2020,ACTIVE
8786,South,165,Ganesh Mandir,21-07-2020,1,S-A-4314,04-08-2020,ACTIVE
8787,South,165,Ganesh Mandir,21-07-2020,1,S-A-4315,04-08-2020,ACTIVE
8788,South,165,Ganesh Mandir,21-07-2020,1,S-A-4316,04-08-2020,ACTIVE
8789,South,165,Ganesh Mandir,21-07-2020,1,S-A-4317,04-08-2020,ACTIVE
8790,South,165,Ganesh Mandir,21-07-2020,1,S-A-4318,04-08-2020,ACTIVE
8791,South,165,Ganesh Mandir,21-07-2020,1,S-A-4319,04-08-2020,ACTIVE
8792,South,165,Ganesh Mandir,21-07-2020,2,S-A-4320,04-08-2020,ACTIVE
8793,South,165,Ganesh Mandir,21-07-2020,1,S-A-4321,04-08-2020,ACTIVE
8794,South,165,Ganesh Mandir,21-07-2020,1,S-A-4322,04-08-2020,ACTIVE
8795,South,165,Ganesh Mandir,21-07-2020,1,S-A-4323,04-08-2020,ACTIVE
8796,South,165,Ganesh Mandir,21-07-2020,1,S-A-4324,04-08-2020,ACTIVE
8797,South,165,Ganesh Mandir,21-07-2020,1,S-A-4325,04-08-2020,ACTIVE
8798,South,165,Ganesh Mandir,22-07-2020,1,S-A-4533,05-08-2020,ACTIVE
8799,South,165,Ganesh Mandir,22-07-2020,1,S-A-4534,05-08-2020,ACTIVE
8800,South,165,Ganesh Mandir,22-07-2020,1,S-A-4535,05-08-2020,ACTIVE
8801,South,165,Ganesh Mandir,22-07-2020,1,S-A-4536,05-08-2020,ACTIVE
8802,South,165,Ganesh Mandir,22-07-2020,1,S-A-4537,05-08-2020,ACTIVE
8803,South,165,Ganesh Mandir,22-07-2020,1,S-A-4538,05-08-2020,ACTIVE
8804,South,165,Ganesh Mandir,22-07-2020,1,S-A-4539,05-08-2020,ACTIVE
8805,South,165,Ganesh Mandir,22-07-2020,1,S-A-4540,05-08-2020,ACTIVE
8806,South,165,Ganesh Mandir,22-07-2020,1,S-A-4541,05-08-2020,ACTIVE
8807,South,165,Ganesh Mandir,22-07-2020,1,S-A-4542,05-08-2020,ACTIVE
8808,South,165,Ganesh Mandir,22-07-2020,1,S-A-4543,05-08-2020,ACTIVE
8809,South,165,Ganesh Mandir,22-07-2020,1,S-A-4544,05-08-2020,ACTIVE
8810,South,165,Ganesh Mandir,22-07-2020,1,S-A-4545,05-08-2020,ACTIVE
8811,South,165,Ganesh Mandir,22-07-2020,1,S-A-4546,05-08-2020,ACTIVE
8812,South,165,Ganesh Mandir,22-07-2020,1,S-A-4547,05-08-2020,ACTIVE
8813,South,165,Ganesh Mandir,22-07-2020,1,S-A-4548,05-08-2020,ACTIVE
8814,South,165,Ganesh Mandir,22-07-2020,1,S-A-4549,05-08-2020,ACTIVE
8815,South,165,Ganesh Mandir,22-07-2020,2,S-A-4550,05-08-2020,ACTIVE
8816,South,165,Ganesh Mandir,22-07-2020,1,S-A-4551,05-08-2020,ACTIVE
8817,South,165,Ganesh Mandir,22-07-2020,1,S-A-4552,05-08-2020,ACTIVE
8818,South,165,Ganesh Mandir,22-07-2020,1,S-A-4553,05-08-2020,ACTIVE
8819,South,165,Ganesh Mandir,22-07-2020,1,S-A-4554,05-08-2020,ACTIVE
8820,South,165,Ganesh Mandir,22-07-2020,1,S-A-4555,05-08-2020,ACTIVE
8821,South,165,Ganesh Mandir,22-07-2020,1,S-A-4556,05-08-2020,ACTIVE
8822,South,165,Ganesh Mandir,22-07-2020,1,S-A-4557,05-08-2020,ACTIVE
8823,South,165,Ganesh Mandir,22-07-2020,1,S-A-4558,05-08-2020,ACTIVE
8824,South,165,Ganesh Mandir,23-07-2020,1,S-A-4792,05-08-2020,ACTIVE
8825,South,165,Ganesh Mandir,23-07-2020,1,S-A-4793,05-08-2020,ACTIVE
8826,South,165,Ganesh Mandir,23-07-2020,1,S-A-4794,05-08-2020,ACTIVE
8827,South,165,Ganesh Mandir,23-07-2020,1,S-A-4795,05-08-2020,ACTIVE
8828,South,165,Ganesh Mandir,23-07-2020,1,S-A-4796,05-08-2020,ACTIVE
8829,South,165,Ganesh Mandir,23-07-2020,1,S-A-4797,05-08-2020,ACTIVE
8830,South,165,Ganesh Mandir,23-07-2020,1,S-A-4798,05-08-2020,ACTIVE
8831,South,165,Ganesh Mandir,23-07-2020,1,S-A-4799,05-08-2020,ACTIVE
8832,South,165,Ganesh Mandir,23-07-2020,2,S-A-4800,05-08-2020,ACTIVE
8833,South,165,Ganesh Mandir,23-07-2020,1,S-A-4801,05-08-2020,ACTIVE
8834,South,165,Ganesh Mandir,23-07-2020,1,S-A-4802,05-08-2020,ACTIVE
8835,South,165,Ganesh Mandir,23-07-2020,1,S-A-4803,05-08-2020,ACTIVE
8836,South,165,Ganesh Mandir,23-07-2020,1,S-A-4804,05-08-2020,ACTIVE
8837,South,165,Ganesh Mandir,23-07-2020,1,S-A-4805,05-08-2020,ACTIVE
8838,South,165,Ganesh Mandir,24-07-2020,1,S-A-5006,07-08-2020,ACTIVE
8839,South,165,Ganesh Mandir,24-07-2020,1,S-A-5007,07-08-2020,ACTIVE
8840,South,165,Ganesh Mandir,24-07-2020,1,S-A-5008,07-08-2020,ACTIVE
8841,South,165,Ganesh Mandir,24-07-2020,1,S-A-5009,07-08-2020,ACTIVE
8842,South,165,Ganesh Mandir,24-07-2020,1,S-A-5010,07-08-2020,ACTIVE
8843,South,165,Ganesh Mandir,24-07-2020,1,S-A-5011,07-08-2020,ACTIVE
8844,South,165,Ganesh Mandir,24-07-2020,1,S-A-5012,07-08-2020,ACTIVE
8845,South,165,Ganesh Mandir,24-07-2020,1,S-A-5013,07-08-2020,ACTIVE
8846,South,165,Ganesh Mandir,24-07-2020,1,S-A-5014,07-08-2020,ACTIVE
8847,South,165,Ganesh Mandir,24-07-2020,1,S-A-5015,07-08-2020,ACTIVE
8848,South,165,Ganesh Mandir,24-07-2020,1,S-A-5016,07-08-2020,ACTIVE
8849,South,165,Ganesh Mandir,24-07-2020,1,S-A-5017,07-08-2020,ACTIVE
8850,South,165,Ganesh Mandir,24-07-2020,1,S-A-5018,07-08-2020,ACTIVE
8851,South,165,Ganesh Mandir,24-07-2020,1,S-A-5019,07-08-2020,ACTIVE
8852,South,165,Ganesh Mandir,24-07-2020,1,S-A-5020,07-08-2020,ACTIVE
8853,South,165,Ganesh Mandir,24-07-2020,1,S-A-5021,07-08-2020,ACTIVE
8854,South,165,Ganesh Mandir,24-07-2020,1,S-A-5022,07-08-2020,ACTIVE
8855,South,165,Ganesh Mandir,24-07-2020,1,S-A-5023,07-08-2020,ACTIVE
8856,South,165,Ganesh Mandir,24-07-2020,1,S-A-5024,07-08-2020,ACTIVE
8857,South,165,Ganesh Mandir,24-07-2020,1,S-A-5025,07-08-2020,ACTIVE
8858,South,165,Ganesh Mandir,24-07-2020,1,S-A-5026,07-08-2020,ACTIVE
8859,South,165,Ganesh Mandir,24-07-2020,1,S-A-5027,07-08-2020,ACTIVE
8860,South,165,Ganesh Mandir,25-07-2020,1,S-A-5253,08-08-2020,ACTIVE
8861,South,165,Ganesh Mandir,25-07-2020,1,S-A-5254,08-08-2020,ACTIVE
8862,South,165,Ganesh Mandir,25-07-2020,1,S-A-5255,08-08-2020,ACTIVE
8863,South,165,Ganesh Mandir,25-07-2020,1,S-A-5256,08-08-2020,ACTIVE
8864,South,165,Ganesh Mandir,25-07-2020,1,S-A-5257,08-08-2020,ACTIVE
8865,South,165,Ganesh Mandir,25-07-2020,1,S-A-5258,08-08-2020,ACTIVE
8866,South,165,Ganesh Mandir,25-07-2020,1,S-A-5259,08-08-2020,ACTIVE
8867,South,165,Ganesh Mandir,25-07-2020,1,S-A-5260,08-08-2020,ACTIVE
8868,South,165,Ganesh Mandir,25-07-2020,1,S-A-5261,08-08-2020,ACTIVE
8869,South,165,Ganesh Mandir,25-07-2020,1,S-A-5262,08-08-2020,ACTIVE
8870,South,165,Ganesh Mandir,25-07-2020,1,S-A-5263,08-08-2020,ACTIVE
8871,South,165,Ganesh Mandir,25-07-2020,1,S-A-5264,08-08-2020,ACTIVE
8872,South,165,Ganesh Mandir,26-07-2020,1,S-A-5443,09-08-2020,ACTIVE
8873,South,165,Ganesh Mandir,26-07-2020,1,S-A-5444,09-08-2020,ACTIVE
8874,South,165,Ganesh Mandir,26-07-2020,1,S-A-5445,09-08-2020,ACTIVE
8875,South,165,Ganesh Mandir,26-07-2020,1,S-A-5446,09-08-2020,ACTIVE
8876,South,165,Ganesh Mandir,26-07-2020,1,S-A-5447,09-08-2020,ACTIVE
8877,South,165,Ganesh Mandir,26-07-2020,1,S-A-5448,09-08-2020,ACTIVE
8878,South,165,Ganesh Mandir,27-07-2020,1,S-A-5654,10-08-2020,ACTIVE
8879,South,165,Ganesh Mandir,27-07-2020,1,S-A-5655,10-08-2020,ACTIVE
8880,South,165,Ganesh Mandir,27-07-2020,1,S-A-5656,10-08-2020,ACTIVE
8881,South,165,Ganesh Mandir,27-07-2020,1,S-A-5657,10-08-2020,ACTIVE
8882,South,165,Ganesh Mandir,27-07-2020,1,S-A-5658,10-08-2020,ACTIVE
8883,South,165,Ganesh Mandir,27-07-2020,1,S-A-5659,10-08-2020,ACTIVE
8884,South,165,Ganesh Mandir,27-07-2020,1,S-A-5660,10-08-2020,ACTIVE
8885,South,165,Ganesh Mandir,27-07-2020,1,S-A-5661,10-08-2020,ACTIVE
8886,South,165,Ganesh Mandir,27-07-2020,1,S-A-5662,10-08-2020,ACTIVE
8887,South,165,Ganesh Mandir,27-07-2020,1,S-A-5663,10-08-2020,ACTIVE
8888,South,165,Ganesh Mandir,28-07-2020,1,S-A-5858,11-08-2020,ACTIVE
8889,South,165,Ganesh Mandir,28-07-2020,1,S-A-5859,11-08-2020,ACTIVE
8890,South,165,Ganesh Mandir,28-07-2020,1,S-A-5860,11-08-2020,ACTIVE
8891,South,165,Ganesh Mandir,28-07-2020,1,S-A-5861,11-08-2020,ACTIVE
8892,South,165,Ganesh Mandir,29-07-2020,1,S-A-6050,12-08-2020,ACTIVE
8893,South,165,Ganesh Mandir,29-07-2020,1,S-A-6051,12-08-2020,ACTIVE
8894,South,165,Ganesh Mandir,29-07-2020,2,S-A-6052,12-08-2020,ACTIVE
8895,South,165,Ganesh Mandir,29-07-2020,1,S-A-6053,12-08-2020,ACTIVE
8896,South,165,Ganesh Mandir,29-07-2020,1,S-A-6054,12-08-2020,ACTIVE
8897,South,165,Ganesh Mandir,29-07-2020,1,S-A-6055,12-08-2020,ACTIVE
8898,South,165,Ganesh Mandir,29-07-2020,1,S-A-6056,12-08-2020,ACTIVE
8899,South,165,Ganesh Mandir,31-07-2020,1,S-A-6443,14-08-2020,ACTIVE
8900,South,165,Ganesh Mandir,31-07-2020,1,S-A-6444,14-08-2020,ACTIVE
8901,South,165,Ganesh Mandir,31-07-2020,1,S-A-6445,14-08-2020,ACTIVE
8902,South,165,Ganesh Mandir,31-07-2020,1,S-A-6446,14-08-2020,ACTIVE
8903,South,165,Ganesh Mandir,31-07-2020,1,S-A-6447,14-08-2020,ACTIVE
8904,South,165,Ganesh Mandir,21-07-2020,1,S-AP-184,04-08-2020,ACTIVE
8905,South,165,Ganesh Mandir,22-07-2020,1,S-AP-197,05-08-2020,ACTIVE
8906,South,165,Ganesh Mandir,22-07-2020,1,S-AP-198,05-08-2020,ACTIVE
8907,South,165,Ganesh Mandir,23-07-2020,1,S-AP-213,05-08-2020,ACTIVE
8908,South,165,Ganesh Mandir,24-07-2020,1,S-AP-226,07-08-2020,ACTIVE
8909,South,165,Ganesh Mandir,25-07-2020,1,S-AP-244,08-08-2020,ACTIVE
8910,South,165,Ganesh Mandir,27-07-2020,3,S-AP-267,10-08-2020,ACTIVE
8911,South,165,Ganesh Mandir,28-07-2020,1,S-AP-278,11-08-2020,ACTIVE
8912,South,165,Ganesh Mandir,29-07-2020,1,S-AP-293,12-08-2020,ACTIVE
8913,South,165,Ganesh Mandir,29-07-2020,1,S-AP-294,12-08-2020,ACTIVE
8914,South,165,Ganesh Mandir,01-08-2020,1,S-A-6596,04-08-2020,ACTIVE
8915,South,165,Ganesh Mandir,01-08-2020,1,S-A-6597,14-08-2020,ACTIVE
8916,South,165,Ganesh Mandir,01-08-2020,1,S-A-6598,14-08-2020,ACTIVE
8917,South,165,Ganesh Mandir,01-08-2020,1,S-A-6599,14-08-2020,ACTIVE
8918,South,165,Ganesh Mandir,01-08-2020,1,S-A-6600,14-08-2020,ACTIVE
8919,South,165,Ganesh Mandir,01-08-2020,1,S-A-6601,14-08-2020,ACTIVE
8920,South,165,Ganesh Mandir,01-08-2020,1,S-A-6602,14-08-2020,ACTIVE
8921,South,165,Ganesh Mandir,02-08-2020,1,S-A-6724,16-08-2020,ACTIVE
8922,South,165,Ganesh Mandir,02-08-2020,1,S-A-6726,04-08-2020,ACTIVE
8923,South,165,Ganesh Mandir,02-08-2020,1,S-A-6727,16-08-2020,ACTIVE
8924,South,165,Ganesh Mandir,02-08-2020,1,S-A-6728,16-08-2020,ACTIVE
8925,South,165,Ganesh Mandir,02-08-2020,1,S-A-6729,16-08-2020,ACTIVE
8926,South,165,Ganesh Mandir,02-08-2020,1,S-A-6730,16-08-2020,ACTIVE
8927,South,165,Ganesh Mandir,03-08-2020,2,S-A-6873,17-08-2020,ACTIVE
8928,South,165,Ganesh Mandir,03-08-2020,2,S-A-6875,17-08-2020,ACTIVE
8929,South,165,Ganesh Mandir,03-08-2020,2,S-A-6876,17-08-2020,ACTIVE
8930,South,165,Ganesh Mandir,03-08-2020,2,S-A-6877,17-08-2020,ACTIVE
8931,South,165,Ganesh Mandir,03-08-2020,2,S-A-6878,17-08-2020,ACTIVE
8932,South,165,Ganesh Mandir,03-08-2020,2,S-A-6879,17-08-2020,ACTIVE
8933,South,165,Ganesh Mandir,03-08-2020,2,S-A-6880,17-08-2020,ACTIVE
8934,South,165,Ganesh Mandir,03-08-2020,2,S-A-6882,17-08-2020,ACTIVE
8935,South,165,Ganesh Mandir,03-08-2020,2,S-A-6883,17-08-2020,ACTIVE
8936,South,166,Karisandra,21-07-2020,1,S-A-4326,04-08-2020,ACTIVE
8937,South,166,Karisandra,21-07-2020,1,S-A-4327,04-08-2020,ACTIVE
8938,South,166,Karisandra,22-07-2020,1,S-A-4559,05-08-2020,ACTIVE
8939,South,166,Karisandra,22-07-2020,1,S-A-4560,05-08-2020,ACTIVE
8940,South,166,Karisandra,22-07-2020,1,S-A-4561,05-08-2020,ACTIVE
8941,South,166,Karisandra,22-07-2020,1,S-A-4562,05-08-2020,ACTIVE
8942,South,166,Karisandra,22-07-2020,1,S-A-4563,05-08-2020,ACTIVE
8943,South,166,Karisandra,22-07-2020,1,S-A-4564,05-08-2020,ACTIVE
8944,South,166,Karisandra,22-07-2020,2,S-A-4565,05-08-2020,ACTIVE
8945,South,166,Karisandra,25-07-2020,1,S-A-5265,08-08-2020,ACTIVE
8946,South,166,Karisandra,26-07-2020,2,S-A-5408,09-08-2020,ACTIVE
8947,South,166,Karisandra,26-07-2020,1,S-A-5449,09-08-2020,ACTIVE
8948,South,166,Karisandra,27-07-2020,1,S-A-5664,10-08-2020,ACTIVE
8949,South,166,Karisandra,27-07-2020,1,S-A-5665,10-08-2020,ACTIVE
8950,South,166,Karisandra,27-07-2020,2,S-A-5666,10-08-2020,ACTIVE
8951,South,166,Karisandra,28-07-2020,1,S-A-5862,11-08-2020,ACTIVE
8952,South,166,Karisandra,28-07-2020,1,S-A-5863,11-08-2020,ACTIVE
8953,South,166,Karisandra,28-07-2020,1,S-A-5864,11-08-2020,ACTIVE
8954,South,166,Karisandra,28-07-2020,1,S-A-5865,11-08-2020,ACTIVE
8955,South,166,Karisandra,29-07-2020,1,S-A-6057,12-08-2020,ACTIVE
8956,South,166,Karisandra,29-07-2020,1,S-A-6058,12-08-2020,ACTIVE
8957,South,166,Karisandra,29-07-2020,1,S-A-6059,12-08-2020,ACTIVE
8958,South,166,Karisandra,29-07-2020,1,S-A-6060,12-08-2020,ACTIVE
8959,South,166,Karisandra,31-07-2020,1,S-A-6448,14-08-2020,ACTIVE
8960,South,166,Karisandra,01-08-2020,1,S-A-6603,14-08-2020,ACTIVE
8961,South,166,Karisandra,03-08-2020,2,S-A-6815,17-08-2020,ACTIVE
8962,South,166,Karisandra,03-08-2020,2,S-A-6884,17-08-2020,ACTIVE
8963,South,166,Karisandra,03-08-2020,4,S-A-6885,17-08-2020,ACTIVE
8964,South,167,Yediyur,24-06-2020,1,S-A-125,07-08-2020,ACTIVE
8965,South,167,Yediyur,22-07-2020,2,S-A-4566,05-08-2020,ACTIVE
8966,South,167,Yediyur,22-07-2020,1,S-A-4567,05-08-2020,ACTIVE
8967,South,167,Yediyur,23-07-2020,1,S-A-4806,05-08-2020,ACTIVE
8968,South,167,Yediyur,23-07-2020,1,S-A-4807,05-08-2020,ACTIVE
8969,South,167,Yediyur,23-07-2020,1,S-A-4808,05-08-2020,ACTIVE
8970,South,167,Yediyur,23-07-2020,1,S-A-4815,05-08-2020,ACTIVE
8971,South,167,Yediyur,23-07-2020,1,S-A-4816,05-08-2020,ACTIVE
8972,South,167,Yediyur,25-07-2020,1,S-A-5266,08-08-2020,ACTIVE
8973,South,167,Yediyur,26-07-2020,1,S-A-5450,09-08-2020,ACTIVE
8974,South,167,Yediyur,26-07-2020,1,S-A-5451,09-08-2020,ACTIVE
8975,South,167,Yediyur,26-07-2020,1,S-A-5452,09-08-2020,ACTIVE
8976,South,167,Yediyur,27-07-2020,2,S-A-5607,10-08-2020,ACTIVE
8977,South,167,Yediyur,27-07-2020,1,S-A-5608,10-08-2020,ACTIVE
8978,South,167,Yediyur,27-07-2020,1,S-A-5609,10-08-2020,ACTIVE
8979,South,167,Yediyur,27-07-2020,1,S-A-5667,10-08-2020,ACTIVE
8980,South,167,Yediyur,28-07-2020,1,S-A-5866,11-08-2020,ACTIVE
8981,South,167,Yediyur,28-07-2020,1,S-A-5867,11-08-2020,ACTIVE
8982,South,167,Yediyur,28-07-2020,1,S-A-5868,11-08-2020,ACTIVE
8983,South,167,Yediyur,28-07-2020,1,S-A-5869,11-08-2020,ACTIVE
8984,South,167,Yediyur,28-07-2020,1,S-A-5870,11-08-2020,ACTIVE
8985,South,167,Yediyur,29-07-2020,3,S-A-6010,12-08-2020,ACTIVE
8986,South,167,Yediyur,29-07-2020,1,S-A-6061,12-08-2020,ACTIVE
8987,South,167,Yediyur,29-07-2020,1,S-A-6062,12-08-2020,ACTIVE
8988,South,167,Yediyur,31-07-2020,1,S-A-6449,14-08-2020,ACTIVE
8989,South,167,Yediyur,31-07-2020,1,S-A-6450,14-08-2020,ACTIVE
8990,South,167,Yediyur,31-07-2020,1,S-A-6451,14-08-2020,ACTIVE
8991,South,167,Yediyur,31-07-2020,1,S-A-6452,14-08-2020,ACTIVE
8992,South,167,Yediyur,31-07-2020,1,S-A-6453,14-08-2020,ACTIVE
8993,South,167,Yediyur,31-07-2020,1,S-A-6454,14-08-2020,ACTIVE
8994,South,167,Yediyur,28-07-2020,1,S-AP-279,11-08-2020,ACTIVE
8995,South,167,Yediyur,01-08-2020,1,S-A-6604,14-08-2020,ACTIVE
8996,South,167,Yediyur,01-08-2020,1,S-A-6605,14-08-2020,ACTIVE
8997,South,167,Yediyur,01-08-2020,1,S-A-6606,14-08-2020,ACTIVE
8998,South,167,Yediyur,01-08-2020,1,S-A-6607,14-08-2020,ACTIVE
8999,South,167,Yediyur,01-08-2020,1,S-A-6608,14-08-2020,ACTIVE
9000,South,167,Yediyur,01-08-2020,1,S-A-6609,14-08-2020,ACTIVE
9001,South,167,Yediyur,02-08-2020,1,S-A-6731,16-08-2020,ACTIVE
9002,South,167,Yediyur,02-08-2020,1,S-A-6732,16-08-2020,ACTIVE
9003,South,167,Yediyur,01-08-2020,1,S-AP-326,14-08-2020,ACTIVE
9004,South,167,Yediyur,03-08-2020,2,S-A-6886,17-08-2020,ACTIVE
9005,South,167,Yediyur,03-08-2020,2,S-A-6887,17-08-2020,ACTIVE
9006,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4076,03-08-2020,ACTIVE
9007,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4077,03-08-2020,ACTIVE
9008,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4078,03-08-2020,ACTIVE
9009,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4079,03-08-2020,ACTIVE
9010,South,168,Pattabhiram Nagar,20-07-2020,2,S-A-4080,03-08-2020,ACTIVE
9011,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4081,03-08-2020,ACTIVE
9012,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4082,03-08-2020,ACTIVE
9013,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4083,03-08-2020,ACTIVE
9014,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4084,03-08-2020,ACTIVE
9015,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4085,03-08-2020,ACTIVE
9016,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4086,03-08-2020,ACTIVE
9017,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4087,03-08-2020,ACTIVE
9018,South,168,Pattabhiram Nagar,20-07-2020,2,S-A-4088,03-08-2020,ACTIVE
9019,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4089,03-08-2020,ACTIVE
9020,South,168,Pattabhiram Nagar,20-07-2020,1,S-A-4090,03-08-2020,ACTIVE
9021,South,168,Pattabhiram Nagar,21-07-2020,1,S-A-4328,04-08-2020,ACTIVE
9022,South,168,Pattabhiram Nagar,21-07-2020,1,S-A-4329,04-08-2020,ACTIVE
9023,South,168,Pattabhiram Nagar,21-07-2020,2,S-A-4330,04-08-2020,ACTIVE
9024,South,168,Pattabhiram Nagar,21-07-2020,1,S-A-4331,04-08-2020,ACTIVE
9025,South,168,Pattabhiram Nagar,21-07-2020,1,S-A-4332,04-08-2020,ACTIVE
9026,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4568,05-08-2020,ACTIVE
9027,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4569,05-08-2020,ACTIVE
9028,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4570,05-08-2020,ACTIVE
9029,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4571,05-08-2020,ACTIVE
9030,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4572,05-08-2020,ACTIVE
9031,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4573,05-08-2020,ACTIVE
9032,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4574,05-08-2020,ACTIVE
9033,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4575,05-08-2020,ACTIVE
9034,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4576,05-08-2020,ACTIVE
9035,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4577,05-08-2020,ACTIVE
9036,South,168,Pattabhiram Nagar,22-07-2020,2,S-A-4578,05-08-2020,ACTIVE
9037,South,168,Pattabhiram Nagar,22-07-2020,2,S-A-4579,05-08-2020,ACTIVE
9038,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4580,05-08-2020,ACTIVE
9039,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4581,05-08-2020,ACTIVE
9040,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4582,05-08-2020,ACTIVE
9041,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4583,05-08-2020,ACTIVE
9042,South,168,Pattabhiram Nagar,22-07-2020,1,S-A-4584,05-08-2020,ACTIVE
9043,South,168,Pattabhiram Nagar,23-07-2020,1,S-A-4809,05-08-2020,ACTIVE
9044,South,168,Pattabhiram Nagar,23-07-2020,1,S-A-4810,05-08-2020,ACTIVE
9045,South,168,Pattabhiram Nagar,23-07-2020,1,S-A-4811,05-08-2020,ACTIVE
9046,South,168,Pattabhiram Nagar,23-07-2020,1,S-A-4812,05-08-2020,ACTIVE
9047,South,168,Pattabhiram Nagar,23-07-2020,1,S-A-4813,05-08-2020,ACTIVE
9048,South,168,Pattabhiram Nagar,23-07-2020,1,S-A-4814,05-08-2020,ACTIVE
9049,South,168,Pattabhiram Nagar,24-07-2020,1,S-A-5028,07-08-2020,ACTIVE
9050,South,168,Pattabhiram Nagar,24-07-2020,1,S-A-5029,07-08-2020,ACTIVE
9051,South,168,Pattabhiram Nagar,24-07-2020,1,S-A-5030,07-08-2020,ACTIVE
9052,South,168,Pattabhiram Nagar,24-07-2020,1,S-A-5031,07-08-2020,ACTIVE
9053,South,168,Pattabhiram Nagar,24-07-2020,1,S-A-5032,07-08-2020,ACTIVE
9054,South,168,Pattabhiram Nagar,25-07-2020,1,S-A-5267,08-08-2020,ACTIVE
9055,South,168,Pattabhiram Nagar,25-07-2020,1,S-A-5268,08-08-2020,ACTIVE
9056,South,168,Pattabhiram Nagar,25-07-2020,3,S-A-5269,08-08-2020,ACTIVE
9057,South,168,Pattabhiram Nagar,26-07-2020,1,S-A-5453,09-08-2020,ACTIVE
9058,South,168,Pattabhiram Nagar,26-07-2020,2,S-A-5454,09-08-2020,ACTIVE
9059,South,168,Pattabhiram Nagar,26-07-2020,1,S-A-5455,09-08-2020,ACTIVE
9060,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5598,10-08-2020,ACTIVE
9061,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5599,10-08-2020,ACTIVE
9062,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5600,10-08-2020,ACTIVE
9063,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5601,10-08-2020,ACTIVE
9064,South,168,Pattabhiram Nagar,27-07-2020,2,S-A-5668,10-08-2020,ACTIVE
9065,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5669,10-08-2020,ACTIVE
9066,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5670,10-08-2020,ACTIVE
9067,South,168,Pattabhiram Nagar,27-07-2020,1,S-A-5671,10-08-2020,ACTIVE
9068,South,168,Pattabhiram Nagar,28-07-2020,2,S-A-5871,11-08-2020,ACTIVE
9069,South,168,Pattabhiram Nagar,28-07-2020,2,S-A-5872,11-08-2020,ACTIVE
9070,South,168,Pattabhiram Nagar,28-07-2020,1,S-A-5873,11-08-2020,ACTIVE
9071,South,168,Pattabhiram Nagar,28-07-2020,1,S-A-5874,11-08-2020,ACTIVE
9072,South,168,Pattabhiram Nagar,29-07-2020,1,S-A-6063,12-08-2020,ACTIVE
9073,South,168,Pattabhiram Nagar,29-07-2020,1,S-A-6064,12-08-2020,ACTIVE
9074,South,168,Pattabhiram Nagar,29-07-2020,1,S-A-6065,12-08-2020,ACTIVE
9075,South,168,Pattabhiram Nagar,29-07-2020,2,S-A-6066,12-08-2020,ACTIVE
9076,South,168,Pattabhiram Nagar,29-07-2020,1,S-A-6067,12-08-2020,ACTIVE
9077,South,168,Pattabhiram Nagar,29-07-2020,1,S-A-6068,12-08-2020,ACTIVE
