SN,BBMP Zone,Ward Number,Ward Name,Date of identification as Containment zone,Total Number of positive cases,Containment Zone ID,Date of return to normal,Status
9078,South,168,Pattabhiram Nagar,29-07-2020,2,S-A-6069,12-08-2020,ACTIVE
9079,South,168,Pattabhiram Nagar,31-07-2020,1,S-A-6455,14-08-2020,ACTIVE
9080,South,168,Pattabhiram Nagar,31-07-2020,1,S-A-6456,14-08-2020,ACTIVE
9081,South,168,Pattabhiram Nagar,31-07-2020,1,S-A-6457,14-08-2020,ACTIVE
9082,South,168,Pattabhiram Nagar,31-07-2020,1,S-A-6458,14-08-2020,ACTIVE
9083,South,168,Pattabhiram Nagar,31-07-2020,1,S-A-6459,14-08-2020,ACTIVE
9084,South,168,Pattabhiram Nagar,31-07-2020,1,S-A-6460,14-08-2020,ACTIVE
9085,South,168,Pattabhiram Nagar,21-07-2020,1,S-AP-185,04-08-2020,ACTIVE
9086,South,168,Pattabhiram Nagar,26-07-2020,1,S-AP-255,09-08-2020,ACTIVE
9087,South,168,Pattabhiram Nagar,01-08-2020,1,S-A-6610,14-08-2020,ACTIVE
9088,South,168,Pattabhiram Nagar,02-08-2020,2,S-A-6733,16-08-2020,ACTIVE
9089,South,168,Pattabhiram Nagar,02-08-2020,1,S-AP-334,16-08-2020,ACTIVE
9090,South,168,Pattabhiram Nagar,03-08-2020,2,S-A-6888,17-08-2020,ACTIVE
9091,South,168,Pattabhiram Nagar,03-08-2020,2,S-A-6889,17-08-2020,ACTIVE
9092,South,168,Pattabhiram Nagar,03-08-2020,2,S-A-6890,17-08-2020,ACTIVE
9093,South,168,Pattabhiram Nagar,03-08-2020,4,S-A-6891,17-08-2020,ACTIVE
9094,South,168,Pattabhiram Nagar,03-08-2020,4,S-A-6892,17-08-2020,ACTIVE
9095,South,169,Byrasandra,20-07-2020,1,S-A-4091,03-08-2020,ACTIVE
9096,South,169,Byrasandra,20-07-2020,1,S-A-4092,03-08-2020,ACTIVE
9097,South,169,Byrasandra,20-07-2020,1,S-A-4093,03-08-2020,ACTIVE
9098,South,169,Byrasandra,20-07-2020,1,S-A-4094,03-08-2020,ACTIVE
9099,South,169,Byrasandra,21-07-2020,1,S-A-4333,04-08-2020,ACTIVE
9100,South,169,Byrasandra,21-07-2020,1,S-A-4334,04-08-2020,ACTIVE
9101,South,169,Byrasandra,21-07-2020,1,S-A-4335,04-08-2020,ACTIVE
9102,South,169,Byrasandra,22-07-2020,3,S-A-4585,05-08-2020,ACTIVE
9103,South,169,Byrasandra,22-07-2020,1,S-A-4586,05-08-2020,ACTIVE
9104,South,169,Byrasandra,22-07-2020,1,S-A-4587,05-08-2020,ACTIVE
9105,South,169,Byrasandra,22-07-2020,1,S-A-4588,05-08-2020,ACTIVE
9106,South,169,Byrasandra,22-07-2020,3,S-A-4589,05-08-2020,ACTIVE
9107,South,169,Byrasandra,22-07-2020,1,S-A-4590,05-08-2020,ACTIVE
9108,South,169,Byrasandra,24-07-2020,1,S-A-5033,07-08-2020,ACTIVE
9109,South,169,Byrasandra,24-07-2020,1,S-A-5034,07-08-2020,ACTIVE
9110,South,169,Byrasandra,24-07-2020,1,S-A-5035,07-08-2020,ACTIVE
9111,South,169,Byrasandra,24-07-2020,1,S-A-5036,07-08-2020,ACTIVE
9112,South,169,Byrasandra,24-07-2020,4,S-A-5037,07-08-2020,ACTIVE
9113,South,169,Byrasandra,25-07-2020,1,S-A-5270,08-08-2020,ACTIVE
9114,South,169,Byrasandra,25-07-2020,2,S-A-5271,08-08-2020,ACTIVE
9115,South,169,Byrasandra,25-07-2020,1,S-A-5272,08-08-2020,ACTIVE
9116,South,169,Byrasandra,25-07-2020,1,S-A-5273,08-08-2020,ACTIVE
9117,South,169,Byrasandra,25-07-2020,1,S-A-5274,08-08-2020,ACTIVE
9118,South,169,Byrasandra,26-07-2020,1,S-A-5456,09-08-2020,ACTIVE
9119,South,169,Byrasandra,26-07-2020,1,S-A-5457,09-08-2020,ACTIVE
9120,South,169,Byrasandra,27-07-2020,2,S-A-5597,10-08-2020,ACTIVE
9121,South,169,Byrasandra,27-07-2020,1,S-A-5672,10-08-2020,ACTIVE
9122,South,169,Byrasandra,27-07-2020,1,S-A-5673,10-08-2020,ACTIVE
9123,South,169,Byrasandra,27-07-2020,1,S-A-5674,10-08-2020,ACTIVE
9124,South,169,Byrasandra,27-07-2020,1,S-A-5675,10-08-2020,ACTIVE
9125,South,169,Byrasandra,27-07-2020,3,S-A-5676,10-08-2020,ACTIVE
9126,South,169,Byrasandra,27-07-2020,1,S-A-5677,10-08-2020,ACTIVE
9127,South,169,Byrasandra,27-07-2020,1,S-A-5678,10-08-2020,ACTIVE
9128,South,169,Byrasandra,27-07-2020,1,S-A-5679,10-08-2020,ACTIVE
9129,South,169,Byrasandra,27-07-2020,1,S-A-5680,10-08-2020,ACTIVE
9130,South,169,Byrasandra,28-07-2020,1,S-A-5875,11-08-2020,ACTIVE
9131,South,169,Byrasandra,28-07-2020,3,S-A-5876,11-08-2020,ACTIVE
9132,South,169,Byrasandra,28-07-2020,2,S-A-5877,11-08-2020,ACTIVE
9133,South,169,Byrasandra,28-07-2020,1,S-A-5878,11-08-2020,ACTIVE
9134,South,169,Byrasandra,28-07-2020,1,S-A-5879,11-08-2020,ACTIVE
9135,South,169,Byrasandra,28-07-2020,1,S-A-5880,11-08-2020,ACTIVE
9136,South,169,Byrasandra,29-07-2020,1,S-A-6070,12-08-2020,ACTIVE
9137,South,169,Byrasandra,29-07-2020,1,S-A-6071,12-08-2020,ACTIVE
9138,South,169,Byrasandra,29-07-2020,1,S-A-6072,12-08-2020,ACTIVE
9139,South,169,Byrasandra,29-07-2020,1,S-A-6073,12-08-2020,ACTIVE
9140,South,169,Byrasandra,29-07-2020,1,S-A-6074,12-08-2020,ACTIVE
9141,South,169,Byrasandra,29-07-2020,2,S-A-6075,12-08-2020,ACTIVE
9142,South,169,Byrasandra,29-07-2020,1,S-A-6076,12-08-2020,ACTIVE
9143,South,169,Byrasandra,31-07-2020,1,S-A-6461,14-08-2020,ACTIVE
9144,South,169,Byrasandra,31-07-2020,1,S-A-6462,14-08-2020,ACTIVE
9145,South,169,Byrasandra,31-07-2020,1,S-A-6463,14-08-2020,ACTIVE
9146,South,169,Byrasandra,31-07-2020,1,S-A-6464,14-08-2020,ACTIVE
9147,South,169,Byrasandra,31-07-2020,1,S-A-6465,14-08-2020,ACTIVE
9148,South,169,Byrasandra,31-07-2020,1,S-A-6466,14-08-2020,ACTIVE
9149,South,169,Byrasandra,22-07-2020,1,S-AP-199,05-08-2020,ACTIVE
9150,South,169,Byrasandra,25-07-2020,1,S-AP-245,08-08-2020,ACTIVE
9151,South,169,Byrasandra,25-07-2020,1,S-AP-246,08-08-2020,ACTIVE
9152,South,169,Byrasandra,01-08-2020,1,S-A-6611,14-08-2020,ACTIVE
9153,South,169,Byrasandra,01-08-2020,1,S-A-6612,14-08-2020,ACTIVE
9154,South,169,Byrasandra,01-08-2020,1,S-A-6613,14-08-2020,ACTIVE
9155,South,169,Byrasandra,01-08-2020,1,S-A-6614,14-08-2020,ACTIVE
9156,South,169,Byrasandra,01-08-2020,1,S-A-6615,14-08-2020,ACTIVE
9157,South,169,Byrasandra,01-08-2020,1,S-A-6616,14-08-2020,ACTIVE
9158,South,169,Byrasandra,02-08-2020,1,S-A-6734,16-08-2020,ACTIVE
9159,South,169,Byrasandra,02-08-2020,3,S-A-6735,16-08-2020,ACTIVE
9160,South,169,Byrasandra,01-08-2020,1,S-AP-327,14-08-2020,ACTIVE
9161,South,169,Byrasandra,03-08-2020,2,S-A-6893,17-08-2020,ACTIVE
9162,South,169,Byrasandra,03-08-2020,2,S-A-6894,17-08-2020,ACTIVE
9163,South,170,Jayanagar East,24-06-2020,1,S-A-126,07-08-2020,ACTIVE
9164,South,170,Jayanagar East,20-07-2020,1,S-A-4095,03-08-2020,ACTIVE
9165,South,170,Jayanagar East,20-07-2020,1,S-A-4096,03-08-2020,ACTIVE
9166,South,170,Jayanagar East,20-07-2020,1,S-A-4097,03-08-2020,ACTIVE
9167,South,170,Jayanagar East,21-07-2020,1,S-A-4336,04-08-2020,ACTIVE
9168,South,170,Jayanagar East,21-07-2020,1,S-A-4337,04-08-2020,ACTIVE
9169,South,170,Jayanagar East,21-07-2020,2,S-A-4338,04-08-2020,ACTIVE
9170,South,170,Jayanagar East,21-07-2020,1,S-A-4339,04-08-2020,ACTIVE
9171,South,170,Jayanagar East,22-07-2020,1,S-A-4591,05-08-2020,ACTIVE
9172,South,170,Jayanagar East,22-07-2020,2,S-A-4592,05-08-2020,ACTIVE
9173,South,170,Jayanagar East,22-07-2020,2,S-A-4593,05-08-2020,ACTIVE
9174,South,170,Jayanagar East,22-07-2020,1,S-A-4594,05-08-2020,ACTIVE
9175,South,170,Jayanagar East,23-07-2020,1,S-A-4817,05-08-2020,ACTIVE
9176,South,170,Jayanagar East,23-07-2020,1,S-A-4818,05-08-2020,ACTIVE
9177,South,170,Jayanagar East,23-07-2020,1,S-A-4819,05-08-2020,ACTIVE
9178,South,170,Jayanagar East,23-07-2020,1,S-A-4820,05-08-2020,ACTIVE
9179,South,170,Jayanagar East,23-07-2020,1,S-A-4821,05-08-2020,ACTIVE
9180,South,170,Jayanagar East,23-07-2020,1,S-A-4822,05-08-2020,ACTIVE
9181,South,170,Jayanagar East,24-07-2020,1,S-A-5038,07-08-2020,ACTIVE
9182,South,170,Jayanagar East,24-07-2020,4,S-A-5039,07-08-2020,ACTIVE
9183,South,170,Jayanagar East,24-07-2020,1,S-A-5040,07-08-2020,ACTIVE
9184,South,170,Jayanagar East,24-07-2020,1,S-A-5041,07-08-2020,ACTIVE
9185,South,170,Jayanagar East,24-07-2020,1,S-A-5042,07-08-2020,ACTIVE
9186,South,170,Jayanagar East,24-07-2020,1,S-A-5043,07-08-2020,ACTIVE
9187,South,170,Jayanagar East,25-07-2020,1,S-A-5275,08-08-2020,ACTIVE
9188,South,170,Jayanagar East,25-07-2020,1,S-A-5276,08-08-2020,ACTIVE
9189,South,170,Jayanagar East,25-07-2020,1,S-A-5277,08-08-2020,ACTIVE
9190,South,170,Jayanagar East,25-07-2020,1,S-A-5278,08-08-2020,ACTIVE
9191,South,170,Jayanagar East,25-07-2020,1,S-A-5279,08-08-2020,ACTIVE
9192,South,170,Jayanagar East,25-07-2020,4,S-A-5280,08-08-2020,ACTIVE
9193,South,170,Jayanagar East,25-07-2020,1,S-A-5281,08-08-2020,ACTIVE
9194,South,170,Jayanagar East,25-07-2020,1,S-A-5282,08-08-2020,ACTIVE
9195,South,170,Jayanagar East,26-07-2020,1,S-A-5458,09-08-2020,ACTIVE
9196,South,170,Jayanagar East,26-07-2020,1,S-A-5459,09-08-2020,ACTIVE
9197,South,170,Jayanagar East,26-07-2020,1,S-A-5460,09-08-2020,ACTIVE
9198,South,170,Jayanagar East,27-07-2020,1,S-A-5681,10-08-2020,ACTIVE
9199,South,170,Jayanagar East,27-07-2020,1,S-A-5682,10-08-2020,ACTIVE
9200,South,170,Jayanagar East,27-07-2020,1,S-A-5683,10-08-2020,ACTIVE
9201,South,170,Jayanagar East,27-07-2020,1,S-A-5684,10-08-2020,ACTIVE
9202,South,170,Jayanagar East,27-07-2020,1,S-A-5685,10-08-2020,ACTIVE
9203,South,170,Jayanagar East,27-07-2020,1,S-A-5687,10-08-2020,ACTIVE
9204,South,170,Jayanagar East,27-07-2020,1,S-A-5688,10-08-2020,ACTIVE
9205,South,170,Jayanagar East,27-07-2020,1,S-A-5689,10-08-2020,ACTIVE
9206,South,170,Jayanagar East,27-07-2020,1,S-A-5690,10-08-2020,ACTIVE
9207,South,170,Jayanagar East,28-07-2020,1,S-A-5806,11-08-2020,ACTIVE
9208,South,170,Jayanagar East,28-07-2020,1,S-A-5807,11-08-2020,ACTIVE
9209,South,170,Jayanagar East,28-07-2020,1,S-A-5881,11-08-2020,ACTIVE
9210,South,170,Jayanagar East,31-07-2020,1,S-A-6467,14-08-2020,ACTIVE
9211,South,170,Jayanagar East,31-07-2020,1,S-A-6468,14-08-2020,ACTIVE
9212,South,170,Jayanagar East,31-07-2020,1,S-A-6469,14-08-2020,ACTIVE
9213,South,170,Jayanagar East,18-07-2020,1,S-AP-147,01-08-2020,ACTIVE
9214,South,170,Jayanagar East,23-07-2020,1,S-AP-214,05-08-2020,ACTIVE
9215,South,170,Jayanagar East,26-07-2020,1,S-AP-256,09-08-2020,ACTIVE
9216,South,170,Jayanagar East,26-07-2020,1,S-AP-257,09-08-2020,ACTIVE
9217,South,170,Jayanagar East,29-07-2020,1,S-AP-295,12-08-2020,ACTIVE
9218,South,170,Jayanagar East,01-08-2020,1,S-A-6617,14-08-2020,ACTIVE
9219,South,170,Jayanagar East,02-08-2020,2,S-A-6736,16-08-2020,ACTIVE
9220,South,170,Jayanagar East,02-08-2020,1,S-A-6737,16-08-2020,ACTIVE
9221,South,170,Jayanagar East,03-08-2020,4,S-A-6895,17-08-2020,ACTIVE
9222,South,170,Jayanagar East,03-08-2020,6,S-A-6896,17-08-2020,ACTIVE
9223,South,171,Gurappanapalya,24-06-2020,1,S-A-127,07-08-2020,ACTIVE
9224,South,171,Gurappanapalya,24-06-2020,1,S-A-128,07-08-2020,ACTIVE
9225,South,171,Gurappanapalya,24-06-2020,1,S-A-129,07-08-2020,ACTIVE
9226,South,171,Gurappanapalya,20-07-2020,1,S-A-4098,03-08-2020,ACTIVE
9227,South,171,Gurappanapalya,20-07-2020,1,S-A-4099,03-08-2020,ACTIVE
9228,South,171,Gurappanapalya,20-07-2020,1,S-A-4100,03-08-2020,ACTIVE
9229,South,171,Gurappanapalya,20-07-2020,1,S-A-4101,03-08-2020,ACTIVE
9230,South,171,Gurappanapalya,21-07-2020,1,S-A-4340,04-08-2020,ACTIVE
9231,South,171,Gurappanapalya,21-07-2020,1,S-A-4341,04-08-2020,ACTIVE
9232,South,171,Gurappanapalya,21-07-2020,1,S-A-4342,04-08-2020,ACTIVE
9233,South,171,Gurappanapalya,21-07-2020,1,S-A-4343,04-08-2020,ACTIVE
9234,South,171,Gurappanapalya,21-07-2020,1,S-A-4344,04-08-2020,ACTIVE
9235,South,171,Gurappanapalya,21-07-2020,1,S-A-4345,04-08-2020,ACTIVE
9236,South,171,Gurappanapalya,22-07-2020,1,S-A-4595,05-08-2020,ACTIVE
9237,South,171,Gurappanapalya,22-07-2020,1,S-A-4596,05-08-2020,ACTIVE
9238,South,171,Gurappanapalya,22-07-2020,1,S-A-4597,05-08-2020,ACTIVE
9239,South,171,Gurappanapalya,23-07-2020,1,S-A-4823,05-08-2020,ACTIVE
9240,South,171,Gurappanapalya,23-07-2020,1,S-A-4824,05-08-2020,ACTIVE
9241,South,171,Gurappanapalya,23-07-2020,1,S-A-4825,05-08-2020,ACTIVE
9242,South,171,Gurappanapalya,23-07-2020,1,S-A-4826,05-08-2020,ACTIVE
9243,South,171,Gurappanapalya,24-07-2020,1,S-A-5044,07-08-2020,ACTIVE
9244,South,171,Gurappanapalya,24-07-2020,1,S-A-5045,07-08-2020,ACTIVE
9245,South,171,Gurappanapalya,24-07-2020,1,S-A-5046,07-08-2020,ACTIVE
9246,South,171,Gurappanapalya,24-07-2020,1,S-A-5047,07-08-2020,ACTIVE
9247,South,171,Gurappanapalya,24-07-2020,1,S-A-5048,07-08-2020,ACTIVE
9248,South,171,Gurappanapalya,25-07-2020,1,S-A-5283,08-08-2020,ACTIVE
9249,South,171,Gurappanapalya,25-07-2020,1,S-A-5284,08-08-2020,ACTIVE
9250,South,171,Gurappanapalya,25-07-2020,1,S-A-5285,08-08-2020,ACTIVE
9251,South,171,Gurappanapalya,25-07-2020,1,S-A-5286,08-08-2020,ACTIVE
9252,South,171,Gurappanapalya,26-07-2020,1,S-A-5461,09-08-2020,ACTIVE
9253,South,171,Gurappanapalya,26-07-2020,1,S-A-5462,09-08-2020,ACTIVE
9254,South,171,Gurappanapalya,26-07-2020,1,S-A-5463,09-08-2020,ACTIVE
9255,South,171,Gurappanapalya,27-07-2020,1,S-A-5691,10-08-2020,ACTIVE
9256,South,171,Gurappanapalya,27-07-2020,2,S-A-5692,10-08-2020,ACTIVE
9257,South,171,Gurappanapalya,27-07-2020,1,S-A-5693,10-08-2020,ACTIVE
9258,South,171,Gurappanapalya,27-07-2020,1,S-A-5694,10-08-2020,ACTIVE
9259,South,171,Gurappanapalya,28-07-2020,1,S-A-5882,11-08-2020,ACTIVE
9260,South,171,Gurappanapalya,29-07-2020,1,S-A-6077,12-08-2020,ACTIVE
9261,South,171,Gurappanapalya,29-07-2020,1,S-A-6078,12-08-2020,ACTIVE
9262,South,171,Gurappanapalya,29-07-2020,4,S-A-6079,12-08-2020,ACTIVE
9263,South,171,Gurappanapalya,29-07-2020,1,S-A-6080,12-08-2020,ACTIVE
9264,South,171,Gurappanapalya,29-07-2020,1,S-A-6081,12-08-2020,ACTIVE
9265,South,171,Gurappanapalya,29-07-2020,1,S-A-6082,12-08-2020,ACTIVE
9266,South,171,Gurappanapalya,29-07-2020,1,S-A-6083,12-08-2020,ACTIVE
9267,South,171,Gurappanapalya,31-07-2020,1,S-A-6470,14-08-2020,ACTIVE
9268,South,171,Gurappanapalya,31-07-2020,1,S-A-6471,14-08-2020,ACTIVE
9269,South,171,Gurappanapalya,31-07-2020,3,S-A-6472,14-08-2020,ACTIVE
9270,South,171,Gurappanapalya,31-07-2020,1,S-A-6473,14-08-2020,ACTIVE
9271,South,171,Gurappanapalya,18-07-2020,1,S-AP-148,01-08-2020,ACTIVE
9272,South,171,Gurappanapalya,20-07-2020,3,S-AP-178,03-08-2020,ACTIVE
9273,South,171,Gurappanapalya,22-07-2020,1,S-AP-200,05-08-2020,ACTIVE
9274,South,171,Gurappanapalya,27-07-2020,1,S-AP-268,10-08-2020,ACTIVE
9275,South,171,Gurappanapalya,01-08-2020,1,S-A-6618,14-08-2020,ACTIVE
9276,South,171,Gurappanapalya,01-08-2020,1,S-A-6619,14-08-2020,ACTIVE
9277,South,171,Gurappanapalya,03-08-2020,2,S-A-6811,17-08-2020,ACTIVE
9278,South,171,Gurappanapalya,03-08-2020,2,S-A-6812,17-08-2020,ACTIVE
9279,South,172,Madiwala,24-06-2020,1,S-A-130,07-08-2020,ACTIVE
9280,South,172,Madiwala,20-07-2020,2,S-A-4102,03-08-2020,ACTIVE
9281,South,172,Madiwala,20-07-2020,1,S-A-4103,03-08-2020,ACTIVE
9282,South,172,Madiwala,20-07-2020,2,S-A-4104,03-08-2020,ACTIVE
9283,South,172,Madiwala,20-07-2020,1,S-A-4105,03-08-2020,ACTIVE
9284,South,172,Madiwala,20-07-2020,1,S-A-4106,03-08-2020,ACTIVE
9285,South,172,Madiwala,21-07-2020,1,S-A-4346,04-08-2020,ACTIVE
9286,South,172,Madiwala,21-07-2020,1,S-A-4347,04-08-2020,ACTIVE
9287,South,172,Madiwala,21-07-2020,1,S-A-4348,04-08-2020,ACTIVE
9288,South,172,Madiwala,21-07-2020,1,S-A-4349,04-08-2020,ACTIVE
9289,South,172,Madiwala,21-07-2020,1,S-A-4350,04-08-2020,ACTIVE
9290,South,172,Madiwala,21-07-2020,1,S-A-4351,04-08-2020,ACTIVE
9291,South,172,Madiwala,22-07-2020,1,S-A-4598,05-08-2020,ACTIVE
9292,South,172,Madiwala,22-07-2020,1,S-A-4599,05-08-2020,ACTIVE
9293,South,172,Madiwala,22-07-2020,1,S-A-4600,05-08-2020,ACTIVE
9294,South,172,Madiwala,22-07-2020,1,S-A-4601,05-08-2020,ACTIVE
9295,South,172,Madiwala,22-07-2020,1,S-A-4602,05-08-2020,ACTIVE
9296,South,172,Madiwala,23-07-2020,1,S-A-4827,05-08-2020,ACTIVE
9297,South,172,Madiwala,23-07-2020,1,S-A-4828,05-08-2020,ACTIVE
9298,South,172,Madiwala,23-07-2020,1,S-A-4829,05-08-2020,ACTIVE
9299,South,172,Madiwala,23-07-2020,1,S-A-4830,05-08-2020,ACTIVE
9300,South,172,Madiwala,24-07-2020,1,S-A-5049,07-08-2020,ACTIVE
9301,South,172,Madiwala,24-07-2020,1,S-A-5050,07-08-2020,ACTIVE
9302,South,172,Madiwala,24-07-2020,1,S-A-5051,07-08-2020,ACTIVE
9303,South,172,Madiwala,24-07-2020,1,S-A-5052,07-08-2020,ACTIVE
9304,South,172,Madiwala,24-07-2020,1,S-A-5053,07-08-2020,ACTIVE
9305,South,172,Madiwala,24-07-2020,1,S-A-5054,07-08-2020,ACTIVE
9306,South,172,Madiwala,24-07-2020,1,S-A-5055,07-08-2020,ACTIVE
9307,South,172,Madiwala,25-07-2020,1,S-A-5177,08-08-2020,ACTIVE
9308,South,172,Madiwala,25-07-2020,1,S-A-5287,08-08-2020,ACTIVE
9309,South,172,Madiwala,25-07-2020,1,S-A-5288,08-08-2020,ACTIVE
9310,South,172,Madiwala,25-07-2020,1,S-A-5289,08-08-2020,ACTIVE
9311,South,172,Madiwala,25-07-2020,1,S-A-5290,08-08-2020,ACTIVE
9312,South,172,Madiwala,25-07-2020,2,S-A-5291,08-08-2020,ACTIVE
9313,South,172,Madiwala,25-07-2020,1,S-A-5292,08-08-2020,ACTIVE
9314,South,172,Madiwala,25-07-2020,1,S-A-5293,08-08-2020,ACTIVE
9315,South,172,Madiwala,25-07-2020,1,S-A-5294,08-08-2020,ACTIVE
9316,South,172,Madiwala,25-07-2020,1,S-A-5295,08-08-2020,ACTIVE
9317,South,172,Madiwala,25-07-2020,1,S-A-5296,08-08-2020,ACTIVE
9318,South,172,Madiwala,25-07-2020,1,S-A-5297,08-08-2020,ACTIVE
9319,South,172,Madiwala,26-07-2020,1,S-A-5464,09-08-2020,ACTIVE
9320,South,172,Madiwala,26-07-2020,1,S-A-5465,09-08-2020,ACTIVE
9321,South,172,Madiwala,26-07-2020,1,S-A-5466,09-08-2020,ACTIVE
9322,South,172,Madiwala,26-07-2020,1,S-A-5467,09-08-2020,ACTIVE
9323,South,172,Madiwala,26-07-2020,1,S-A-5468,09-08-2020,ACTIVE
9324,South,172,Madiwala,27-07-2020,1,S-A-5695,10-08-2020,ACTIVE
9325,South,172,Madiwala,28-07-2020,2,S-A-5883,11-08-2020,ACTIVE
9326,South,172,Madiwala,28-07-2020,2,S-A-5884,11-08-2020,ACTIVE
9327,South,172,Madiwala,28-07-2020,1,S-A-5885,11-08-2020,ACTIVE
9328,South,172,Madiwala,28-07-2020,2,S-A-5886,11-08-2020,ACTIVE
9329,South,172,Madiwala,28-07-2020,1,S-A-5887,11-08-2020,ACTIVE
9330,South,172,Madiwala,28-07-2020,1,S-A-5888,11-08-2020,ACTIVE
9331,South,172,Madiwala,29-07-2020,1,S-A-6084,12-08-2020,ACTIVE
9332,South,172,Madiwala,29-07-2020,3,S-A-6085,12-08-2020,ACTIVE
9333,South,172,Madiwala,29-07-2020,1,S-A-6086,12-08-2020,ACTIVE
9334,South,172,Madiwala,29-07-2020,2,S-A-6087,12-08-2020,ACTIVE
9335,South,172,Madiwala,31-07-2020,1,S-A-6474,14-08-2020,ACTIVE
9336,South,172,Madiwala,31-07-2020,1,S-A-6475,14-08-2020,ACTIVE
9337,South,172,Madiwala,31-07-2020,1,S-A-6476,14-08-2020,ACTIVE
9338,South,172,Madiwala,22-07-2020,2,S-AP-201,05-08-2020,ACTIVE
9339,South,172,Madiwala,25-07-2020,1,S-AP-236,08-08-2020,ACTIVE
9340,South,172,Madiwala,25-07-2020,1,S-AP-247,08-08-2020,ACTIVE
9341,South,172,Madiwala,01-08-2020,1,S-A-6620,14-08-2020,ACTIVE
9342,South,172,Madiwala,01-08-2020,1,S-A-6621,14-08-2020,ACTIVE
9343,South,172,Madiwala,02-08-2020,1,S-A-6738,16-08-2020,ACTIVE
9344,South,172,Madiwala,02-08-2020,2,S-A-6739,16-08-2020,ACTIVE
9345,South,172,Madiwala,02-08-2020,1,S-A-6740,16-08-2020,ACTIVE
9346,South,172,Madiwala,02-08-2020,1,S-A-6741,16-08-2020,ACTIVE
9347,South,172,Madiwala,01-08-2020,1,S-AP-328,14-08-2020,ACTIVE
9348,South,172,Madiwala,02-08-2020,1,S-AP-337,16-08-2020,ACTIVE
9349,South,172,Madiwala,03-08-2020,2,S-A-6897,17-08-2020,ACTIVE
9350,South,172,Madiwala,03-08-2020,2,S-A-6899,17-08-2020,ACTIVE
9351,South,172,Madiwala,03-08-2020,2,S-A-6900,17-08-2020,ACTIVE
9352,South,172,Madiwala,03-08-2020,4,S-A-6901,17-08-2020,ACTIVE
9353,South,173,Jakkasandra,24-06-2020,1,S-A-131,07-08-2020,ACTIVE
9354,South,173,Jakkasandra,24-06-2020,1,S-A-132,07-08-2020,ACTIVE
9355,South,173,Jakkasandra,25-07-2020,1,S-A-5158,08-08-2020,ACTIVE
9356,South,173,Jakkasandra,25-07-2020,1,S-A-5159,08-08-2020,ACTIVE
9357,South,173,Jakkasandra,25-07-2020,1,S-A-5298,08-08-2020,ACTIVE
9358,South,173,Jakkasandra,25-07-2020,1,S-A-5299,08-08-2020,ACTIVE
9359,South,173,Jakkasandra,31-07-2020,1,S-A-6477,14-08-2020,ACTIVE
9360,South,173,Jakkasandra,31-07-2020,1,S-A-6478,14-08-2020,ACTIVE
9361,South,173,Jakkasandra,01-08-2020,1,S-A-6622,14-08-2020,ACTIVE
9362,South,173,Jakkasandra,01-08-2020,1,S-A-6623,05-08-2020,ACTIVE
9363,South,173,Jakkasandra,02-08-2020,1,S-A-6742,16-08-2020,ACTIVE
9364,South,173,Jakkasandra,03-08-2020,2,S-A-6902,17-08-2020,ACTIVE
9365,Bommanahalli,174,HSR Layout,19-07-2020,1,B-A-1011,02-08-2020,ACTIVE
9366,Bommanahalli,174,HSR Layout,19-07-2020,1,B-A-1012,02-08-2020,ACTIVE
9367,Bommanahalli,174,HSR Layout,19-07-2020,1,B-A-1013,02-08-2020,ACTIVE
9368,Bommanahalli,174,HSR Layout,19-07-2020,1,B-A-1014,02-08-2020,ACTIVE
9369,Bommanahalli,174,HSR Layout,20-07-2020,1,B-A-1071,03-08-2020,ACTIVE
9370,Bommanahalli,174,HSR Layout,20-07-2020,1,B-A-1072,03-08-2020,ACTIVE
9371,Bommanahalli,174,HSR Layout,20-07-2020,1,B-A-1073,03-08-2020,ACTIVE
9372,Bommanahalli,174,HSR Layout,20-07-2020,1,B-A-1074,03-08-2020,ACTIVE
9373,Bommanahalli,174,HSR Layout,21-07-2020,1,B-A-1099,04-08-2020,ACTIVE
9374,Bommanahalli,174,HSR Layout,21-07-2020,4,B-A-1100,04-08-2020,ACTIVE
9375,Bommanahalli,174,HSR Layout,21-07-2020,1,B-A-1101,04-08-2020,ACTIVE
9376,Bommanahalli,174,HSR Layout,21-07-2020,1,B-A-1102,04-08-2020,ACTIVE
9377,Bommanahalli,174,HSR Layout,22-07-2020,1,B-A-1163,05-08-2020,ACTIVE
9378,Bommanahalli,174,HSR Layout,22-07-2020,1,B-A-1164,05-08-2020,ACTIVE
9379,Bommanahalli,174,HSR Layout,22-07-2020,1,B-A-1165,05-08-2020,ACTIVE
9380,Bommanahalli,174,HSR Layout,22-07-2020,1,B-A-1166,05-08-2020,ACTIVE
9381,Bommanahalli,174,HSR Layout,22-07-2020,1,B-A-1167,05-08-2020,ACTIVE
9382,Bommanahalli,174,HSR Layout,23-07-2020,1,B-A-1243,06-08-2020,ACTIVE
9383,Bommanahalli,174,HSR Layout,23-07-2020,1,B-A-1244,06-08-2020,ACTIVE
9384,Bommanahalli,174,HSR Layout,23-07-2020,1,B-A-1245,06-08-2020,ACTIVE
9385,Bommanahalli,174,HSR Layout,23-07-2020,1,B-A-1246,06-08-2020,ACTIVE
9386,Bommanahalli,174,HSR Layout,23-07-2020,2,B-A-1247,06-08-2020,ACTIVE
